unitKey,chassis,model,techBase,rulesLevel,relativePath,weaponIndex,mtfWeaponName,mtfLocation,normalizedLocation,resolutionStatus,chosenWeaponId,chosenWeaponName,chosenTechBase,matchedBy,matchedText,slotMatchStatus,matchingSlotIndexes,matchingSlotValues,reason
meks-3050u-thug-thg-12k,Thug,THG-12K,Inner Sphere,Standard,meks/3050U/Thug THG-12K.mtf,5,ISC3SlaveUnit,Head,head,matched,is_c3_computer_slave,C3 Computer (Slave),Inner Sphere,altName,C3 Slave Unit,matchedSlot,4,ISC3SlaveUnit,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-thug-thg-13k,Thug,THG-13K,Inner Sphere,Standard,meks/3050U/Thug THG-13K.mtf,0,ISHeavyPPC,Right Arm,rightArm,matched,is_heavy_ppc,Heavy PPC,Inner Sphere,name,Heavy PPC,matchedSlot,8; 9; 10; 11,ISHeavyPPC; ISHeavyPPC; ISHeavyPPC; ISHeavyPPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-thug-thg-13k,Thug,THG-13K,Inner Sphere,Standard,meks/3050U/Thug THG-13K.mtf,1,ISMediumPulseLaser,Left Arm,leftArm,matched,is_medium_pulse_laser,Medium Pulse Laser,Inner Sphere,name,Medium Pulse Laser,matchedSlot,7; 8,ISMediumPulseLaser; ISMediumPulseLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-thug-thg-13k,Thug,THG-13K,Inner Sphere,Standard,meks/3050U/Thug THG-13K.mtf,2,ISHeavyPPC,Right Torso,rightTorso,matched,is_heavy_ppc,Heavy PPC,Inner Sphere,name,Heavy PPC,matchedSlot,7; 8; 9; 10,ISHeavyPPC; ISHeavyPPC; ISHeavyPPC; ISHeavyPPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-thug-thg-13k,Thug,THG-13K,Inner Sphere,Standard,meks/3050U/Thug THG-13K.mtf,3,ISHeavyPPC,Left Torso,leftTorso,matched,is_heavy_ppc,Heavy PPC,Inner Sphere,name,Heavy PPC,matchedSlot,7; 8; 9; 10,ISHeavyPPC; ISHeavyPPC; ISHeavyPPC; ISHeavyPPC,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-thug-thg-13k,Thug,THG-13K,Inner Sphere,Standard,meks/3050U/Thug THG-13K.mtf,4,ISImprovedC3CPU,Center Torso,centerTorso,matched,is_improved_c3_computer,Improved C3 Computer,Inner Sphere,altName,Improved C3 CPU,matchedSlot,11; 12,ISImprovedC3CPU; ISImprovedC3CPU,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,0,LRM 15,Left Arm,leftArm,matched,is_lrm_15,LRM 15,Inner Sphere,name,LRM 15,matchedSlot,5; 6; 7,LRM 15; LRM 15; LRM 15,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,1,Medium Laser,Left Arm,leftArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,9,Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,2,Medium Laser,Right Arm,rightArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4; 5,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,3,Medium Laser,Right Arm,rightArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4; 5,Medium Laser; Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,4,Medium Laser,Center Torso,centerTorso,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,11,Medium Laser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-3c,Trebuchet,TBT-3C,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-3C.mtf,5,LRM 15,Right Torso,rightTorso,matched,is_lrm_15,LRM 15,Inner Sphere,name,LRM 15,matchedSlot,4; 5; 6; 8; 9,LRM 15; LRM 15; LRM 15; IS Ammo LRM-15 Artemis-capable; IS Ammo LRM-15 Artemis-capable,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-7m,Trebuchet,TBT-7M,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-7M.mtf,0,ISLRM15,Right Torso,rightTorso,matched,is_lrm_15,LRM 15,Inner Sphere,name,LRM 15,matchedSlot,4; 5; 6; 7,ISLRM15; ISLRM15; ISLRM15; ISLRM15 Ammo Narc-capable,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-7m,Trebuchet,TBT-7M,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-7M.mtf,1,ISLRM15,"Left Arm, Ammo:16",,matched,is_lrm_15,LRM 15,Inner Sphere,name,LRM 15,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-7m,Trebuchet,TBT-7M,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-7M.mtf,2,ISNarcBeacon,"Left Torso, Ammo:12",,matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,altName,Narc Beacon,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact match after stripping IS/CL prefix."
meks-3050u-trebuchet-tbt-7m,Trebuchet,TBT-7M,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-7M.mtf,3,ISMediumLaser,Left Arm,leftArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8,ISMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-7m,Trebuchet,TBT-7M,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-7M.mtf,4,ISMediumLaser,Right Arm,rightArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,4; 5,ISMediumLaser; ISMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,0,MML 5,Left Arm,leftArm,matched,is_mml_5,MML 5,Inner Sphere,name,MML 5,matchedSlot,5; 6; 7; 8; 9; 10,ISMML5; ISMML5; ISMML5; ISMML5; ISMML5; ISMML5,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,1,MML 5,Left Arm,leftArm,matched,is_mml_5,MML 5,Inner Sphere,name,MML 5,matchedSlot,5; 6; 7; 8; 9; 10,ISMML5; ISMML5; ISMML5; ISMML5; ISMML5; ISMML5,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,2,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,4; 5; 6; 7,ISERMediumLaser; ISERMediumLaser; ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,3,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,4; 5; 6; 7,ISERMediumLaser; ISERMediumLaser; ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,4,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,4; 5; 6; 7,ISERMediumLaser; ISERMediumLaser; ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,5,ER Medium Laser,Right Arm,rightArm,matched,is_er_medium_laser,ER Medium Laser,Inner Sphere,name,ER Medium Laser,matchedSlot,4; 5; 6; 7,ISERMediumLaser; ISERMediumLaser; ISERMediumLaser; ISERMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,6,MML 5,Right Torso,rightTorso,matched,is_mml_5,MML 5,Inner Sphere,name,MML 5,matchedSlot,7; 8; 9; 10; 11; 12,ISMML5; ISMML5; ISMML5; ISMML5; ISMML5; ISMML5,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-8b,Trebuchet,TBT-8B,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-8B.mtf,7,MML 5,Right Torso,rightTorso,matched,is_mml_5,MML 5,Inner Sphere,name,MML 5,matchedSlot,7; 8; 9; 10; 11; 12,ISMML5; ISMML5; ISMML5; ISMML5; ISMML5; ISMML5,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,0,ISMediumPulseLaser,Right Arm,rightArm,matched,is_medium_pulse_laser,Medium Pulse Laser,Inner Sphere,name,Medium Pulse Laser,matchedSlot,4; 5,ISMediumPulseLaser; ISMediumPulseLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,1,ISMediumPulseLaser,Right Arm,rightArm,matched,is_medium_pulse_laser,Medium Pulse Laser,Inner Sphere,name,Medium Pulse Laser,matchedSlot,4; 5,ISMediumPulseLaser; ISMediumPulseLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,2,ISMediumLaser,Left Arm,leftArm,matched,is_medium_laser,Medium Laser,Inner Sphere,name,Medium Laser,matchedSlot,8,ISMediumLaser,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,3,ISMRM20,"Left Arm, Ammo:36",,matched,is_mrm_20,MRM 20,Inner Sphere,name,MRM 20,noMatchingSlotInDeclaredLocation,,,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,4,ISMRM20,Right Torso,rightTorso,matched,is_mrm_20,MRM 20,Inner Sphere,name,MRM 20,matchedSlot,4; 5; 6,ISMRM20; ISMRM20; ISMRM20,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-trebuchet-tbt-9k,Trebuchet,TBT-9K,Inner Sphere,Standard,meks/3050U/Trebuchet TBT-9K.mtf,5,ISC3SlaveUnit,Left Torso,leftTorso,matched,is_c3_computer_slave,C3 Computer (Slave),Inner Sphere,altName,C3 Slave Unit,matchedSlot,7,ISC3SlaveUnit,"Resolved by tech base Inner Sphere, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-a,Uller,A,Clan,Standard,meks/3050U/Uller (Kit Fox) A.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,5; 6,CLERMediumLaser (omnipod); CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-a,Uller,A,Clan,Standard,meks/3050U/Uller (Kit Fox) A.mtf,1,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,5; 6,CLERMediumLaser (omnipod); CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-a,Uller,A,Clan,Standard,meks/3050U/Uller (Kit Fox) A.mtf,2,Gauss Rifle,Right Arm,rightArm,matched,clan_gauss_rifle,Gauss Rifle,Clan,name,Gauss Rifle,matchedSlot,3; 4; 5; 6; 7; 8,CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-b,Uller,B,Clan,Standard,meks/3050U/Uller (Kit Fox) B.mtf,0,ER Medium Laser,Left Arm,leftArm,matched,clan_er_medium_laser,ER Medium Laser,Clan,name,ER Medium Laser,matchedSlot,5,CLERMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-b,Uller,B,Clan,Standard,meks/3050U/Uller (Kit Fox) B.mtf,1,ER Small Laser,Left Arm,leftArm,matched,clan_er_small_laser,ER Small Laser,Clan,name,ER Small Laser,matchedSlot,6,CLERSmallLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-b,Uller,B,Clan,Standard,meks/3050U/Uller (Kit Fox) B.mtf,2,Ultra AC/10,Right Arm,rightArm,matched,clan_ultra_ac_10,Ultra AC/10,Clan,name,Ultra AC/10,matchedSlot,3; 4; 5; 6,CLUltraAC10 (omnipod); CLUltraAC10 (omnipod); CLUltraAC10 (omnipod); CLUltraAC10 (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-b,Uller,B,Clan,Standard,meks/3050U/Uller (Kit Fox) B.mtf,3,SRM 6,Right Arm,rightArm,matched,clan_srm_6,SRM 6,Clan,name,SRM 6,matchedSlot,7; 8,CLSRM6 (omnipod); Clan Ammo SRM-6 (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,0,ER Large Laser,Left Arm,leftArm,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,5,CLERLargeLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,1,Machine Gun,Left Arm,leftArm,matched,clan_machine_gun,Machine Gun,Clan,name,Machine Gun,matchedSlot,7; 8,CLMG (omnipod); CLMG (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,2,Machine Gun,Left Arm,leftArm,matched,clan_machine_gun,Machine Gun,Clan,name,Machine Gun,matchedSlot,7; 8,CLMG (omnipod); CLMG (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,3,Small Pulse Laser,Left Arm,leftArm,matched,clan_small_pulse_laser,Small Pulse Laser,Clan,name,Small Pulse Laser,matchedSlot,6,CLSmallPulseLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,4,AMS,Right Arm,rightArm,matched,is_anti_missile_system,Anti-Missile System,Inner Sphere,altName,AMS,matchedSlot,5; 6; 7,CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod),"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,5,AMS,Right Arm,rightArm,matched,is_anti_missile_system,Anti-Missile System,Inner Sphere,altName,AMS,matchedSlot,5; 6; 7,CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod),"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,6,AMS,Right Arm,rightArm,matched,is_anti_missile_system,Anti-Missile System,Inner Sphere,altName,AMS,matchedSlot,5; 6; 7,CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod); CLAntiMissileSystem (omnipod),"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-c,Uller,C,Clan,Standard,meks/3050U/Uller (Kit Fox) C.mtf,7,Clan TAG,Right Arm,rightArm,matched,clan_tag,TAG,Clan,name,TAG,matchedSlot,9,CLTAG (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-d,Uller,D,Clan,Standard,meks/3050U/Uller (Kit Fox) D.mtf,0,LRM 15,Left Arm,leftArm,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,5; 6; 8; 9,CLLRM15 (omnipod); CLLRM15 (omnipod); Clan Ammo LRM-15 (Clan) Narc-capable (omnipod); Clan Ammo LRM-15 (Clan) Narc-capable (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-d,Uller,D,Clan,Standard,meks/3050U/Uller (Kit Fox) D.mtf,1,LRM 5,Left Arm,leftArm,matched,clan_lrm_5,LRM 5,Clan,name,LRM 5,matchedSlot,7,CLLRM5 (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-d,Uller,D,Clan,Standard,meks/3050U/Uller (Kit Fox) D.mtf,2,LRM 15,Right Arm,rightArm,matched,clan_lrm_15,LRM 15,Clan,name,LRM 15,matchedSlot,5; 6,CLLRM15 (omnipod); CLLRM15 (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-d,Uller,D,Clan,Standard,meks/3050U/Uller (Kit Fox) D.mtf,3,Narc,Right Arm,rightArm,matched,is_narc_missile_beacon,Narc Missile Beacon,Inner Sphere,altName,Narc,matchedSlot,7,CLNarcBeacon (omnipod),"Resolved by exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-e,Uller,E,Clan,Standard,meks/3050U/Uller (Kit Fox) E.mtf,0,ATM 3,Left Arm,leftArm,matched,clan_atm_3,ATM 3,Clan,name,ATM 3,matchedSlot,5; 6,CLATM3 (omnipod); CLATM3 (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-e,Uller,E,Clan,Standard,meks/3050U/Uller (Kit Fox) E.mtf,1,ER PPC,Right Arm,rightArm,matched,clan_er_ppc,ER PPC,Clan,name,ER PPC,matchedSlot,7; 8,CLERPPC (omnipod); CLERPPC (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-e,Uller,E,Clan,Standard,meks/3050U/Uller (Kit Fox) E.mtf,2,ER Small Laser,Right Arm,rightArm,matched,clan_er_small_laser,ER Small Laser,Clan,name,ER Small Laser,matchedSlot,9,CLERSmallLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-f,Uller,F,Clan,Standard,meks/3050U/Uller (Kit Fox) F.mtf,0,Medium Pulse Laser,Left Arm,leftArm,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6,CLMediumPulseLaser (omnipod); CLMediumPulseLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-f,Uller,F,Clan,Standard,meks/3050U/Uller (Kit Fox) F.mtf,1,Medium Pulse Laser,Left Arm,leftArm,matched,clan_medium_pulse_laser,Medium Pulse Laser,Clan,name,Medium Pulse Laser,matchedSlot,5; 6,CLMediumPulseLaser (omnipod); CLMediumPulseLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-f,Uller,F,Clan,Standard,meks/3050U/Uller (Kit Fox) F.mtf,2,HAG/20,Right Arm,rightArm,matched,clan_hyper_assault_gauss_20,Hyper-Assault Gauss 20,Clan,altName,HAG/20,matchedSlot,3; 4; 5; 6; 7; 8; 9; 10,CLHAG20 (omnipod); CLHAG20 (omnipod); CLHAG20 (omnipod); CLHAG20 (omnipod); CLHAG20 (omnipod); CLHAG20 (omnipod); HAG/20 Ammo (omnipod); HAG/20 Ammo (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix."
meks-3050u-uller-kit-fox-h,Uller,H,Clan,Standard,meks/3050U/Uller (Kit Fox) H.mtf,0,Heavy Medium Laser,Left Arm,leftArm,matched,clan_heavy_medium_laser,Heavy Medium Laser,Clan,name,Heavy Medium Laser,matchedSlot,5; 6; 7; 8,CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-h,Uller,H,Clan,Standard,meks/3050U/Uller (Kit Fox) H.mtf,1,Heavy Medium Laser,Left Arm,leftArm,matched,clan_heavy_medium_laser,Heavy Medium Laser,Clan,name,Heavy Medium Laser,matchedSlot,5; 6; 7; 8,CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod); CLHeavyMediumLaser (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-h,Uller,H,Clan,Standard,meks/3050U/Uller (Kit Fox) H.mtf,2,Gauss Rifle,Right Arm,rightArm,matched,clan_gauss_rifle,Gauss Rifle,Clan,name,Gauss Rifle,matchedSlot,3; 4; 5; 6; 7; 8,CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod); CLGaussRifle (omnipod),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-prime,Uller,Prime,Clan,Standard,meks/3050U/Uller (Kit Fox) Prime.mtf,0,ER Large Laser,Left Arm,leftArm,matched,clan_er_large_laser,ER Large Laser,Clan,name,ER Large Laser,matchedSlot,5,CLERLargeLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-prime,Uller,Prime,Clan,Standard,meks/3050U/Uller (Kit Fox) Prime.mtf,1,Small Pulse Laser,Left Arm,leftArm,matched,clan_small_pulse_laser,Small Pulse Laser,Clan,name,Small Pulse Laser,matchedSlot,6,CLSmallPulseLaser (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-prime,Uller,Prime,Clan,Standard,meks/3050U/Uller (Kit Fox) Prime.mtf,2,Streak SRM 4,Right Arm,rightArm,matched,clan_streak_srm_4,Streak SRM 4,Clan,name,Streak SRM 4,matchedSlot,3; 8,CLStreakSRM4 (OMNIPOD); Clan Streak SRM 4 Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
meks-3050u-uller-kit-fox-prime,Uller,Prime,Clan,Standard,meks/3050U/Uller (Kit Fox) Prime.mtf,3,LB 5-X AC,Right Arm,rightArm,matched,clan_lb_5_x_ac,LB 5-X AC,Clan,name,LB 5-X AC,matchedSlot,4; 5; 6; 7; 9,CLLBXAC5 (OMNIPOD); CLLBXAC5 (OMNIPOD); CLLBXAC5 (OMNIPOD); CLLBXAC5 (OMNIPOD); Clan LB 5-X AC Ammo (OMNIPOD),"Resolved by tech base Clan, exact normalized id/name/altName match, exact match after stripping IS/CL prefix, weapon.name preferred."
